v1,v2
spam,BSNL unlimited data subscription trap activated! Pay the security deposit of Rs 500 via UPI to secure your network and prevent daily billing scam of Rs 50 from your account.
ham,BSNL data subscription successfully renewed. Your account is secure and you can check your daily usage on the official BSNL selfcare portal without any hidden charges.
spam,Traffic e-Challan: Your vehicle has a pending fine of Rs 1000 for jumping a red signal. To view and download challan please visit https://echallan.live/app immediately.
ham,Traffic Police reminds citizens to follow all road safety rules. Always wear a helmet while riding a two-wheeler and fasten your seatbelt while driving saves lives.
spam,Hello this is your cousin Priya. I lost my purse on the train and I am stranded at New Delhi station. Please transfer Rs 2000 to my co-passenger's number so I can buy a return ticket.
ham,IRCTC: Your train ticket booking for PNR 2938475610 is confirmed. Train 12951 departs from New Delhi at 16:30. Please carry a valid original photo ID during your journey.
spam,HelpAge Relief Fund: Elderly citizens abandoned by their families need your help. Donate Rs 200 to provide them with basic medicines. Click http://helpage-relief-india.org to contribute via debit card.
ham,HelpAge India aims to improve the lives of elderly citizens by providing healthcare livelihood support and advocacy. Join our mission by registering as a volunteer on our official portal.
spam,Narcotics Dept: Your international gift parcel is confiscated. Transfer Rs 15000 to the agent account to release your foreign currency or face a digital arrest warrant.
ham,Your foreign currency exchange request has been processed. The cash is ready for pickup at our authorized forex branch near your location. Please carry your passport for verification.
spam,Urgent: Your HDFC bank account is frozen due to pending minimum balance penalty. Pay the hidden charges of Rs 500 via this link to unfreeze your funds and avoid the trap.
ham,HDFC Bank: Your bank account minimum balance requirement has been met successfully. No penalty or hidden charges will be deducted for this quarter.
spam,Child Rights and You (CRY) Urgent Appeal: Support our emergency drive to rescue child laborers. Donate Rs 500 via GPay to childrescue@ybl. Every minute counts!
ham,CRY (Child Rights and You) is dedicated to creating meaningful and lasting change in the lives of underprivileged children. Thank you for your continuous support to our mission.
spam,Papa I am stuck at the college administration office. They are demanding a late fee of Rs 1500 for my exam form submission right now. Please UPI the amount to this number.
ham,Delhi University: The last date for submission of examination forms for the upcoming semester is 30-Nov. Please complete the process online through the official student portal.
spam,UIDAI Alert: Your Aadhaar biometric data is compromised. Download the Aadhaar secure scanner app from http://uidai-biometric-update.apk to lock your identity and prevent bank fraud.
ham,UIDAI: You can lock or unlock your Aadhaar biometrics online using the official mAadhaar application or through the UIDAI resident portal to prevent unauthorized authentication.
spam,Indian Soldiers Relief Fund: Donate to the families of soldiers martyred in Kashmir. Pay Rs 1000 via UPI to soldiersrelief@sbi. Show your support for the Indian Army.
ham,The Armed Forces Flag Day Fund is utilized for the welfare and rehabilitation of ex-servicemen war widows and their dependents. Contributions can be made via the official Kendriya Sainik Board portal.
spam,Madam your Zomato delivery boy has been arrested by the police for a traffic violation while bringing your food. Please send Rs 500 to the police officer's number to release him and your order.
ham,Zomato: Your refund of Rs 250 for the cancelled order has been successfully credited to your original payment method. It will reflect in your bank statement within 3-5 business days.
spam,GST Authority: Your business PAN is flagged for tax evasion. Pay the immediate settlement fee of Rs 25000 to the GST officer's UPI id or your shop will be sealed tomorrow.
ham,The Central Board of Indirect Taxes and Customs (CBIC) advises taxpayers to verify the Document Identification Number (DIN) on all official communications issued by GST officers.
spam,Emergency Blood Request: Need O-ve blood for a 10-year-old girl at Apollo Hospital. If you cannot donate please send Rs 500 for purchasing blood units. UPI: blooddonation@icici.
ham,Blood Bank India: Thank you for your voluntary blood donation today. Your contribution will help save up to 3 lives. Please rest and stay hydrated for the next 24 hours.
spam,Telecom Dept: Your number is subscribed to an illegal astrology pack. Pay Rs 500 penalty to remove the subscription trap and avoid police action. Click http://trai-vas-cancel.in.
